States,Year,Quarter,District,Registered_User_Counts
Arunachal Pradesh,2020,1,Lower Siang District,2201
Arunachal Pradesh,2020,1,Dibang Valley District,320
Arunachal Pradesh,2020,1,West Kameng District,13983
Arunachal Pradesh,2020,1,Shi Yomi District,290
Arunachal Pradesh,2020,1,East Kameng District,1962
Arunachal Pradesh,2020,1,Lohit District,8454
Arunachal Pradesh,2020,1,Lepa Rada District,1532
Arunachal Pradesh,2020,1,Lower Dibang Valley District,4650
Arunachal Pradesh,2020,1,Longding District,2201
Arunachal Pradesh,2020,1,West Siang District,5757
Arunachal Pradesh,2020,1,Kamle District,373
Arunachal Pradesh,2020,1,Upper Siang District,2143
Arunachal Pradesh,2020,1,Kurung Kumey District,725
Arunachal Pradesh,2020,1,Siang District,1390
Arunachal Pradesh,2020,1,Kra Daadi District,701
Arunachal Pradesh,2020,1,Changlang District,11262
Arunachal Pradesh,2020,1,Pakke Kessang District,371
Arunachal Pradesh,2020,1,East Siang District,11298
Arunachal Pradesh,2020,1,Upper Subansiri District,3675
Arunachal Pradesh,2020,1,Tawang District,8048
Arunachal Pradesh,2020,1,Namsai District,6029
Arunachal Pradesh,2020,2,Lower Subansiri District,5392
Arunachal Pradesh,2020,2,Tirap District,5239
Arunachal Pradesh,2020,2,Papum Pare District,59968
Arunachal Pradesh,2020,2,Anjaw District,1961
Arunachal Pradesh,2020,2,Lower Siang District,2644
Arunachal Pradesh,2020,2,Dibang Valley District,367
Arunachal Pradesh,2020,2,West Kameng District,15766
Arunachal Pradesh,2020,2,Shi Yomi District,320
Arunachal Pradesh,2020,2,East Kameng District,2506
Arunachal Pradesh,2020,2,Lohit District,10154
Arunachal Pradesh,2020,2,Lepa Rada District,1890
Arunachal Pradesh,2020,2,Lower Dibang Valley District,5782
Arunachal Pradesh,2020,2,Longding District,2751
Arunachal Pradesh,2020,2,West Siang District,7239
Arunachal Pradesh,2020,2,Kamle District,509
Arunachal Pradesh,2020,2,Upper Siang District,2552
Arunachal Pradesh,2020,2,Kurung Kumey District,834
Arunachal Pradesh,2020,2,Siang District,1831
Arunachal Pradesh,2020,2,Kra Daadi District,870
Arunachal Pradesh,2020,2,Changlang District,14036
Arunachal Pradesh,2020,2,Pakke Kessang District,438
Arunachal Pradesh,2020,2,East Siang District,13601
Arunachal Pradesh,2020,2,Upper Subansiri District,4465
Arunachal Pradesh,2020,2,Tawang District,8993
Arunachal Pradesh,2020,2,Namsai District,7426
Arunachal Pradesh,2020,3,Lower Subansiri District,6456
Arunachal Pradesh,2020,3,Tirap District,6119
Arunachal Pradesh,2020,3,Papum Pare District,69419
Arunachal Pradesh,2020,3,Anjaw District,2226
Arunachal Pradesh,2020,3,Lower Siang District,2983
Arunachal Pradesh,2020,3,Dibang Valley District,411
Arunachal Pradesh,2020,3,West Kameng District,17636
Arunachal Pradesh,2020,3,Shi Yomi District,337
Arunachal Pradesh,2020,3,East Kameng District,3169
Arunachal Pradesh,2020,3,Lohit District,11755
Arunachal Pradesh,2020,3,Lepa Rada District,2304
Arunachal Pradesh,2020,3,Lower Dibang Valley District,6799
Arunachal Pradesh,2020,3,Longding District,3277
Arunachal Pradesh,2020,3,West Siang District,8623
Arunachal Pradesh,2020,3,Kamle District,639
Arunachal Pradesh,2020,3,Upper Siang District,3011
Arunachal Pradesh,2020,3,Kurung Kumey District,1025
Arunachal Pradesh,2020,3,Siang District,2225
Arunachal Pradesh,2020,3,Kra Daadi District,1026
Arunachal Pradesh,2020,3,Changlang District,16385
Arunachal Pradesh,2020,3,Pakke Kessang District,508
Arunachal Pradesh,2020,3,East Siang District,15921
Arunachal Pradesh,2020,3,Upper Subansiri District,5295
Arunachal Pradesh,2020,3,Tawang District,9944
Arunachal Pradesh,2020,3,Namsai District,8553
Arunachal Pradesh,2020,4,Lower Subansiri District,7388
Arunachal Pradesh,2020,4,Tirap District,6805
Arunachal Pradesh,2020,4,Papum Pare District,77936
Arunachal Pradesh,2020,4,Anjaw District,2485
Arunachal Pradesh,2020,4,Lower Siang District,3320
Arunachal Pradesh,2020,4,Dibang Valley District,444
Arunachal Pradesh,2020,4,West Kameng District,19464
Arunachal Pradesh,2020,4,Shi Yomi District,370
Arunachal Pradesh,2020,4,East Kameng District,3638
Arunachal Pradesh,2020,4,Lohit District,13126
Arunachal Pradesh,2020,4,Lepa Rada District,2735
Arunachal Pradesh,2020,4,Lower Dibang Valley District,7693
Arunachal Pradesh,2020,4,Longding District,3753
Arunachal Pradesh,2020,4,West Siang District,9911
Arunachal Pradesh,2020,4,Kamle District,745
Arunachal Pradesh,2020,4,Upper Siang District,3497
Arunachal Pradesh,2020,4,Kurung Kumey District,1173
Arunachal Pradesh,2020,4,Siang District,2635
Arunachal Pradesh,2020,4,Kra Daadi District,1141
Arunachal Pradesh,2020,4,Changlang District,18203
Arunachal Pradesh,2020,4,Pakke Kessang District,593
Arunachal Pradesh,2020,4,East Siang District,17822
Arunachal Pradesh,2020,4,Upper Subansiri District,6069
Arunachal Pradesh,2020,4,Tawang District,10909
Arunachal Pradesh,2020,4,Namsai District,9437
Arunachal Pradesh,2021,1,Lower Subansiri District,8044
Arunachal Pradesh,2021,1,Tirap District,7376
Arunachal Pradesh,2021,1,Papum Pare District,84715
Arunachal Pradesh,2021,1,Anjaw District,2660
Arunachal Pradesh,2021,1,Lower Siang District,3594
Arunachal Pradesh,2021,1,Dibang Valley District,478
Arunachal Pradesh,2021,1,West Kameng District,21027
Arunachal Pradesh,2021,1,Shi Yomi District,390
Arunachal Pradesh,2021,1,East Kameng District,3990
Arunachal Pradesh,2021,1,Lohit District,14231
Arunachal Pradesh,2021,1,Lepa Rada District,3008
Arunachal Pradesh,2021,1,Lower Dibang Valley District,8402
Arunachal Pradesh,2021,1,Longding District,4117
Arunachal Pradesh,2021,1,West Siang District,10836
Arunachal Pradesh,2021,1,Kamle District,814
Arunachal Pradesh,2021,1,Upper Siang District,3847
Arunachal Pradesh,2021,1,Kurung Kumey District,1287
Arunachal Pradesh,2021,1,Siang District,2878
Arunachal Pradesh,2021,1,Kra Daadi District,1244
Arunachal Pradesh,2021,1,Changlang District,19716
Arunachal Pradesh,2021,1,Pakke Kessang District,647
Arunachal Pradesh,2021,1,East Siang District,19342
Arunachal Pradesh,2021,1,Upper Subansiri District,6577
Arunachal Pradesh,2021,1,Tawang District,11778
Arunachal Pradesh,2021,1,Namsai District,10242
Arunachal Pradesh,2021,2,Lower Subansiri District,8685
Arunachal Pradesh,2021,2,Tirap District,7955
Arunachal Pradesh,2021,2,Papum Pare District,90871
Arunachal Pradesh,2021,2,Anjaw District,2866
Arunachal Pradesh,2021,2,Lower Siang District,3872
Arunachal Pradesh,2021,2,Dibang Valley District,516
Arunachal Pradesh,2021,2,West Kameng District,22625
Arunachal Pradesh,2021,2,Shi Yomi District,430
Arunachal Pradesh,2021,2,East Kameng District,4314
Arunachal Pradesh,2021,2,Lohit District,15360
Arunachal Pradesh,2021,2,Lepa Rada District,3249
Arunachal Pradesh,2021,2,Lower Dibang Valley District,9094
Arunachal Pradesh,2021,2,Longding District,4456
Arunachal Pradesh,2021,2,West Siang District,11657
Arunachal Pradesh,2021,2,Kamle District,883
Arunachal Pradesh,2021,2,Upper Siang District,4145
Arunachal Pradesh,2021,2,Kurung Kumey District,1398
Arunachal Pradesh,2021,2,Siang District,3116
Arunachal Pradesh,2021,2,Kra Daadi District,1353
Arunachal Pradesh,2021,2,Changlang District,21404
Arunachal Pradesh,2021,2,Pakke Kessang District,702
Arunachal Pradesh,2021,2,East Siang District,20817
Arunachal Pradesh,2021,2,Upper Subansiri District,7057
Arunachal Pradesh,2021,2,Tawang District,12636
Arunachal Pradesh,2021,2,Namsai District,11111
Arunachal Pradesh,2021,3,Lower Subansiri District,9451
Arunachal Pradesh,2021,3,Tirap District,8665
Arunachal Pradesh,2021,3,Papum Pare District,97854
Arunachal Pradesh,2021,3,Anjaw District,3099
Arunachal Pradesh,2021,3,Lower Siang District,4229
Arunachal Pradesh,2021,3,Dibang Valley District,571
Arunachal Pradesh,2021,3,West Kameng District,24489
Arunachal Pradesh,2021,3,Shi Yomi District,473
Arunachal Pradesh,2021,3,East Kameng District,4671
Arunachal Pradesh,2021,3,Lohit District,16680
Arunachal Pradesh,2021,3,Lepa Rada District,3527
Arunachal Pradesh,2021,3,Lower Dibang Valley District,9920
Arunachal Pradesh,2021,3,Longding District,4890
Arunachal Pradesh,2021,3,West Siang District,12616
Arunachal Pradesh,2021,3,Kamle District,974
Arunachal Pradesh,2021,3,Upper Siang District,4506
Arunachal Pradesh,2021,3,Kurung Kumey District,1509
Arunachal Pradesh,2021,3,Siang District,3396
Arunachal Pradesh,2021,3,Kra Daadi District,1475
Arunachal Pradesh,2021,3,Changlang District,23328
Arunachal Pradesh,2021,3,Pakke Kessang District,770
Arunachal Pradesh,2021,3,East Siang District,22538
Arunachal Pradesh,2021,3,Upper Subansiri District,7652
Arunachal Pradesh,2021,3,Tawang District,13650
Arunachal Pradesh,2021,3,Namsai District,12140
Arunachal Pradesh,2021,4,Lower Subansiri District,10187
Arunachal Pradesh,2021,4,Tirap District,9331
Arunachal Pradesh,2021,4,Papum Pare District,104806
Arunachal Pradesh,2021,4,Anjaw District,3342
Arunachal Pradesh,2021,4,Lower Siang District,4550
Arunachal Pradesh,2021,4,Dibang Valley District,621
Arunachal Pradesh,2021,4,West Kameng District,26237
Arunachal Pradesh,2021,4,Shi Yomi District,498
Arunachal Pradesh,2021,4,East Kameng District,5027
Arunachal Pradesh,2021,4,Lohit District,17980
Arunachal Pradesh,2021,4,Lepa Rada District,3810
Arunachal Pradesh,2021,4,Lower Dibang Valley District,10679
Arunachal Pradesh,2021,4,Longding District,5345
Arunachal Pradesh,2021,4,West Siang District,13555
Arunachal Pradesh,2021,4,Kamle District,1069
Arunachal Pradesh,2021,4,Upper Siang District,4850
Arunachal Pradesh,2021,4,Kurung Kumey District,1633
Arunachal Pradesh,2021,4,Siang District,3675
Arunachal Pradesh,2021,4,Kra Daadi District,1593
Arunachal Pradesh,2021,4,Changlang District,25155
Arunachal Pradesh,2021,4,Pakke Kessang District,835
Arunachal Pradesh,2021,4,East Siang District,24208
Arunachal Pradesh,2021,4,Upper Subansiri District,8201
Arunachal Pradesh,2021,4,Tawang District,14665
Arunachal Pradesh,2021,4,Namsai District,13092
Arunachal Pradesh,2022,1,Lower Subansiri District,10854
Arunachal Pradesh,2022,1,Tirap District,9972
Arunachal Pradesh,2022,1,Papum Pare District,111271
Arunachal Pradesh,2022,1,Anjaw District,3560
Arunachal Pradesh,2022,1,Lower Siang District,4882
Arunachal Pradesh,2022,1,Dibang Valley District,656
Arunachal Pradesh,2022,1,West Kameng District,27860
Arunachal Pradesh,2022,1,Shi Yomi District,540
Arunachal Pradesh,2022,1,East Kameng District,5355
Arunachal Pradesh,2022,1,Lohit District,19214
Arunachal Pradesh,2022,1,Lepa Rada District,4049
Arunachal Pradesh,2022,1,Lower Dibang Valley District,11401
Arunachal Pradesh,2022,1,Longding District,5700
Arunachal Pradesh,2022,1,West Siang District,14420
Arunachal Pradesh,2022,1,Kamle District,1144
Arunachal Pradesh,2022,1,Upper Siang District,5146
Arunachal Pradesh,2022,1,Kurung Kumey District,1744
Arunachal Pradesh,2022,1,Siang District,3942
Arunachal Pradesh,2022,1,Kra Daadi District,1701
Arunachal Pradesh,2022,1,Changlang District,26904
Arunachal Pradesh,2022,1,Pakke Kessang District,887
Arunachal Pradesh,2022,1,East Siang District,25763
Arunachal Pradesh,2022,1,Upper Subansiri District,8731
Arunachal Pradesh,2022,1,Tawang District,15589
Arunachal Pradesh,2022,1,Namsai District,14054
Arunachal Pradesh,2022,2,Lower Subansiri District,11479
Arunachal Pradesh,2022,2,Tirap District,10538
Arunachal Pradesh,2022,2,Papum Pare District,117568
Arunachal Pradesh,2022,2,Anjaw District,3769
Arunachal Pradesh,2022,2,Lower Siang District,5161
Arunachal Pradesh,2022,2,Dibang Valley District,701
Arunachal Pradesh,2022,2,West Kameng District,29424
Arunachal Pradesh,2022,2,Shi Yomi District,575
Arunachal Pradesh,2022,2,East Kameng District,5680
Arunachal Pradesh,2022,2,Lohit District,20325
Arunachal Pradesh,2022,2,Lepa Rada District,4265
Arunachal Pradesh,2022,2,Lower Dibang Valley District,12040
Arunachal Pradesh,2022,2,Longding District,6034
Arunachal Pradesh,2022,2,West Siang District,15231
Arunachal Pradesh,2022,2,Kamle District,1210
Arunachal Pradesh,2022,2,Upper Siang District,5440
Arunachal Pradesh,2022,2,Kurung Kumey District,1854
Arunachal Pradesh,2022,2,Siang District,4160
Arunachal Pradesh,2022,2,Kra Daadi District,1797
Arunachal Pradesh,2022,2,Changlang District,28495
Arunachal Pradesh,2022,2,Pakke Kessang District,945
Arunachal Pradesh,2022,2,East Siang District,27240
Arunachal Pradesh,2022,2,Upper Subansiri District,9235
Arunachal Pradesh,2022,2,Tawang District,16475
Arunachal Pradesh,2022,2,Namsai District,14887
Arunachal Pradesh,2022,3,Lower Subansiri District,12085
Arunachal Pradesh,2022,3,Tirap District,11115
Arunachal Pradesh,2022,3,Papum Pare District,124095
Arunachal Pradesh,2022,3,Anjaw District,3966
Arunachal Pradesh,2022,3,Lower Siang District,5436
Arunachal Pradesh,2022,3,Dibang Valley District,740
Arunachal Pradesh,2022,3,West Kameng District,30964
Arunachal Pradesh,2022,3,Shi Yomi District,598
Arunachal Pradesh,2022,3,East Kameng District,5997
Arunachal Pradesh,2022,3,Lohit District,21385
Arunachal Pradesh,2022,3,Lepa Rada District,4510
Arunachal Pradesh,2022,3,Lower Dibang Valley District,12668
Arunachal Pradesh,2022,3,Longding District,6321
Arunachal Pradesh,2022,3,West Siang District,16063
Arunachal Pradesh,2022,3,Kamle District,1262
Arunachal Pradesh,2022,3,Upper Siang District,5690
Arunachal Pradesh,2022,3,Kurung Kumey District,1936
Arunachal Pradesh,2022,3,Siang District,4369
Arunachal Pradesh,2022,3,Kra Daadi District,1893
Arunachal Pradesh,2022,3,Changlang District,29965
Arunachal Pradesh,2022,3,Pakke Kessang District,980
Arunachal Pradesh,2022,3,East Siang District,28698
Arunachal Pradesh,2022,3,Upper Subansiri District,9713
Arunachal Pradesh,2022,3,Tawang District,17281
Arunachal Pradesh,2022,3,Namsai District,15642
Arunachal Pradesh,2022,4,Lower Subansiri District,12630
Arunachal Pradesh,2022,4,Tirap District,11584
Arunachal Pradesh,2022,4,Papum Pare District,130306
Arunachal Pradesh,2022,4,Anjaw District,4105
Arunachal Pradesh,2022,4,Lower Siang District,5633
Arunachal Pradesh,2022,4,Dibang Valley District,752
Arunachal Pradesh,2022,4,West Kameng District,32237
Arunachal Pradesh,2022,4,Shi Yomi District,615
Arunachal Pradesh,2022,4,East Kameng District,6307
Arunachal Pradesh,2022,4,Lohit District,22359
Arunachal Pradesh,2022,4,Lepa Rada District,4730
Arunachal Pradesh,2022,4,Lower Dibang Valley District,13188
Arunachal Pradesh,2022,4,Longding District,6590
Arunachal Pradesh,2022,4,West Siang District,16816
Arunachal Pradesh,2022,4,Kamle District,1301
Arunachal Pradesh,2022,4,Upper Siang District,5930
Arunachal Pradesh,2022,4,Kurung Kumey District,2008
Arunachal Pradesh,2022,4,Siang District,4500
Arunachal Pradesh,2022,4,Kra Daadi District,1960
Arunachal Pradesh,2022,4,Changlang District,31196
Arunachal Pradesh,2022,4,Pakke Kessang District,1013
Arunachal Pradesh,2022,4,East Siang District,30033
Arunachal Pradesh,2022,4,Upper Subansiri District,10189
Arunachal Pradesh,2022,4,Tawang District,18003
Arunachal Pradesh,2022,4,Namsai District,16322
Assam,2018,1,Tinsukia District,15998
Assam,2018,1,Lakhimpur District,8143
Assam,2018,1,Kamrup District,15241
Assam,2018,1,Kokrajhar District,6566
Assam,2018,1,Karbi Anglong District,5694
Assam,2018,1,Sivasagar District,8292
Assam,2018,1,Dibrugarh District,21182
Assam,2018,1,South Salmara Mancachar District,2420
Assam,2018,1,Nagaon District,19619
Assam,2018,1,Dhubri District,11421
Assam,2018,1,Golaghat District,10102
Assam,2018,1,Udalguri District,4768
Assam,2018,1,Majuli District,1274
Assam,2018,1,Sonitpur District,18986
Assam,2018,1,Hojai District,7571
Assam,2018,1,Marigaon District,7193
Assam,2018,1,Chirang District,3487
Assam,2018,1,Cachar District,19567
Assam,2018,1,Nalbari District,6874
Assam,2018,1,West Karbi Anglong District,835
Assam,2018,1,Dhemaji District,6623
Assam,2018,1,Karimganj District,7367
Assam,2018,1,Bongaigaon District,9724
Assam,2018,1,Dima Hasao District,2245
Assam,2018,1,Baksa District,6082
Assam,2018,1,Charaideo District,4366
Assam,2018,1,Darrang District,8050
Assam,2018,1,Kamrup Metropolitan District,87336
Assam,2018,1,Hailakandi District,5700
Assam,2018,1,Barpeta District,20485
Assam,2018,1,Goalpara District,10420
Assam,2018,1,Biswanath District,5164
Assam,2018,1,Jorhat District,16442
Assam,2018,2,Tinsukia District,23900
Assam,2018,2,Lakhimpur District,12719
Assam,2018,2,Kamrup District,23595
Assam,2018,2,Kokrajhar District,9480
Assam,2018,2,Karbi Anglong District,8725
Assam,2018,2,Sivasagar District,12596
Assam,2018,2,Dibrugarh District,30527
Assam,2018,2,South Salmara Mancachar District,3557
Assam,2018,2,Nagaon District,29412
Assam,2018,2,Dhubri District,16701
Assam,2018,2,Golaghat District,15237
Assam,2018,2,Udalguri District,7691
Assam,2018,2,Majuli District,1927
Assam,2018,2,Sonitpur District,28409
Assam,2018,2,Hojai District,10903
Assam,2018,2,Marigaon District,11217
Assam,2018,2,Chirang District,5105
Assam,2018,2,Cachar District,29381
Assam,2018,2,Nalbari District,10898
Assam,2018,2,West Karbi Anglong District,1406
Assam,2018,2,Dhemaji District,10157
Assam,2018,2,Karimganj District,11732
Assam,2018,2,Bongaigaon District,14065
Assam,2018,2,Dima Hasao District,3404
Assam,2018,2,Baksa District,9739
Assam,2018,2,Charaideo District,6693
Assam,2018,2,Darrang District,11954
Assam,2018,2,Kamrup Metropolitan District,124720
Assam,2018,2,Hailakandi District,8687
Assam,2018,2,Barpeta District,29882
Assam,2018,2,Goalpara District,14974
Assam,2018,2,Biswanath District,7970
Assam,2018,2,Jorhat District,23683
Assam,2018,3,Tinsukia District,32870
Assam,2018,3,Lakhimpur District,18337
Assam,2018,3,Kamrup District,33197
Assam,2018,3,Kokrajhar District,13164
Assam,2018,3,Karbi Anglong District,12282
Assam,2018,3,Sivasagar District,17447
Assam,2018,3,Dibrugarh District,40711
