States,Year,Quarter,Trans_Type,Trans_Counts,Amount
Puducherry,2021,3,Peer to Peer Payments,2089199,6918396494
Puducherry,2021,3,"Recharge , bill payments",741388,356068931.7
Puducherry,2021,3,Financial Services,4733,5523949.081
Puducherry,2021,3,Others,12410,6808255.35
Puducherry,2021,4,Merchant payments,3052713,1864951566
Puducherry,2021,4,Peer to Peer Payments,2530821,8113722339
Puducherry,2021,4,"Recharge , bill payments",762641,428453211.3
Puducherry,2021,4,Financial Services,5995,7655925.109
Puducherry,2021,4,Others,16640,8868759.435
Puducherry,2022,1,Merchant payments,3723135,2199614586
Puducherry,2022,1,Peer to Peer Payments,2901199,9407577502
Puducherry,2022,1,"Recharge , bill payments",715338,460522863.8
Puducherry,2022,1,Financial Services,6203,8184455.912
Puducherry,2022,1,Others,13301,7575497.515
Puducherry,2022,2,Merchant payments,4613049,2693234775
Puducherry,2022,2,Peer to Peer Payments,3242208,10537267922
Puducherry,2022,2,"Recharge , bill payments",773154,535604974.6
Puducherry,2022,2,Financial Services,4914,6556452.522
Puducherry,2022,2,Others,10362,6081132.497
Puducherry,2022,3,Merchant payments,3992974,2322908509
Puducherry,2022,3,Peer to Peer Payments,2474932,8058325856
Puducherry,2022,3,"Recharge , bill payments",564285,463054690.6
Puducherry,2022,3,Financial Services,4621,5514275.579
Puducherry,2022,3,Others,5915,4514380.573
Puducherry,2022,4,Merchant payments,4464977,2534351531
Puducherry,2022,4,Peer to Peer Payments,2547018,8141612224
Puducherry,2022,4,"Recharge , bill payments",531963,453692483.8
Puducherry,2022,4,Financial Services,6073,7875178.045
Puducherry,2022,4,Others,6096,4673460.483
Punjab,2018,1,"Recharge , bill payments",946338,196018621.4
Punjab,2018,1,Peer to Peer Payments,690684,2412434634
Punjab,2018,1,Merchant payments,87477,83873893.96
Punjab,2018,1,Financial Services,60688,11162488.42
Punjab,2018,1,Others,85246,77268587.57
Punjab,2018,2,"Recharge , bill payments",1262450,395417027.8
Punjab,2018,2,Peer to Peer Payments,1017159,4036457554
Punjab,2018,2,Merchant payments,147667,159406610.3
Punjab,2018,2,Financial Services,82256,17719391.41
Punjab,2018,2,Others,71631,75671628.77
Punjab,2018,3,Peer to Peer Payments,1684209,6173898401
Punjab,2018,3,"Recharge , bill payments",1381730,622737633.8
Punjab,2018,3,Merchant payments,274458,194883994.6
Punjab,2018,3,Financial Services,54285,9429174.535
Punjab,2018,3,Others,67426,64737840.4
Punjab,2018,4,Peer to Peer Payments,2269375,9404088424
Punjab,2018,4,"Recharge , bill payments",1817964,825449591.2
Punjab,2018,4,Merchant payments,648096,455091549.6
Punjab,2018,4,Financial Services,62453,11832962.88
Punjab,2018,4,Others,89249,85520045.45
Punjab,2019,1,Peer to Peer Payments,4026294,12027441596
Punjab,2019,1,"Recharge , bill payments",2304690,986004867.8
Punjab,2019,1,Merchant payments,711152,478382600.6
Punjab,2019,1,Financial Services,45621,6871295.955
Punjab,2019,1,Others,84380,75789641.76
Punjab,2019,2,Peer to Peer Payments,4140474,16258891447
Punjab,2019,2,"Recharge , bill payments",2815047,1440058991
Punjab,2019,2,Merchant payments,1407963,815090878
Punjab,2019,2,Financial Services,37435,6876144.455
Punjab,2019,2,Others,108911,93875933.52
Punjab,2019,3,Peer to Peer Payments,4726946,19146726287
Punjab,2019,3,"Recharge , bill payments",3455594,2481094965
Punjab,2019,3,Merchant payments,2374014,1183743251
Punjab,2019,3,Financial Services,32359,7912219.734
Punjab,2019,3,Others,117899,86338883.28
Punjab,2019,4,Peer to Peer Payments,6386367,25564144630
Punjab,2019,4,"Recharge , bill payments",4068332,2622222199
Punjab,2019,4,Merchant payments,3122413,1741259163
Punjab,2019,4,Financial Services,22956,6382345.43
Punjab,2019,4,Others,98557,55793908.46
Punjab,2020,1,Peer to Peer Payments,6339183,26350005915
Punjab,2020,1,"Recharge , bill payments",4935115,2767419473
Punjab,2020,1,Merchant payments,3838480,2196329615
Punjab,2020,1,Financial Services,17924,10987850.96
Punjab,2020,1,Others,87082,49442411.67
Punjab,2020,2,"Recharge , bill payments",6064807,3089758241
Punjab,2020,2,Peer to Peer Payments,5639212,25074384847
Punjab,2020,2,Merchant payments,2290868,2058898904
Punjab,2020,2,Financial Services,23314,23704957.88
Punjab,2020,2,Others,63093,37907301.35
Punjab,2020,3,Peer to Peer Payments,7354451,32477438924
Punjab,2020,3,"Recharge , bill payments",5478668,4066750821
Punjab,2020,3,Merchant payments,4261548,3490665357
Punjab,2020,3,Financial Services,32390,42060249.33
Punjab,2020,3,Others,82516,46176796.08
Punjab,2020,4,Peer to Peer Payments,9609405,43286909257
Punjab,2020,4,Merchant payments,7144295,6142380827
Punjab,2020,4,"Recharge , bill payments",6072201,4201551870
Punjab,2020,4,Financial Services,38820,51677182.32
Punjab,2020,4,Others,133204,92887343.34
Punjab,2021,1,Peer to Peer Payments,10951083,46908632143
Punjab,2021,1,Merchant payments,9333364,7651004599
Punjab,2021,1,"Recharge , bill payments",6332928,3980874403
Punjab,2021,1,Financial Services,43094,52009482.41
Punjab,2021,1,Others,110366,98366463.19
Punjab,2021,2,Peer to Peer Payments,13180933,55282486111
Punjab,2021,2,Merchant payments,11225598,9710508482
Punjab,2021,2,"Recharge , bill payments",7591039,4370756869
Punjab,2021,2,Financial Services,46218,53309051.07
Punjab,2021,2,Others,127460,113998049.3
Punjab,2021,3,Peer to Peer Payments,17024782,66149902036
Punjab,2021,3,Merchant payments,16837685,14103740969
Punjab,2021,3,"Recharge , bill payments",8465739,5540272095
Punjab,2021,3,Financial Services,43789,63576666.59
Punjab,2021,3,Others,161494,135069073.8
Punjab,2021,4,Merchant payments,22669743,20753662876
Punjab,2021,4,Peer to Peer Payments,20663881,83611403637
Punjab,2021,4,"Recharge , bill payments",8765579,6107473172
Punjab,2021,4,Financial Services,58581,86356456.6
Punjab,2021,4,Others,201576,151230100.6
Punjab,2022,1,Merchant payments,25979197,23217511697
Punjab,2022,1,Peer to Peer Payments,22354946,88645204329
Punjab,2022,1,"Recharge , bill payments",9188439,6317909909
Punjab,2022,1,Financial Services,57561,83933665.01
Punjab,2022,1,Others,178159,125418507
Punjab,2022,2,Merchant payments,35941880,28585688544
Punjab,2022,2,Peer to Peer Payments,25952349,1.01E+11
Punjab,2022,2,"Recharge , bill payments",10161030,7652499714
Punjab,2022,2,Financial Services,50483,57234782.46
Punjab,2022,2,Others,167081,111934787.8
Punjab,2022,3,Merchant payments,43089589,32370885165
Punjab,2022,3,Peer to Peer Payments,29862592,1.08E+11
Punjab,2022,3,"Recharge , bill payments",11017816,9119649329
Punjab,2022,3,Financial Services,57979,68249938.54
Punjab,2022,3,Others,149921,107280498.8
Punjab,2022,4,Merchant payments,48358802,38162493193
Punjab,2022,4,Peer to Peer Payments,32377106,1.21E+11
Punjab,2022,4,"Recharge , bill payments",10895208,9248445986
Punjab,2022,4,Financial Services,62809,72160390.23
Punjab,2022,4,Others,141255,111559653.6
Rajasthan,2018,1,"Recharge , bill payments",4305940,868358581.2
Rajasthan,2018,1,Peer to Peer Payments,2540658,7547652853
Rajasthan,2018,1,Financial Services,202537,37125466.5
Rajasthan,2018,1,Merchant payments,184127,201212697.3
Rajasthan,2018,1,Others,358428,271943533.1
Rajasthan,2018,2,"Recharge , bill payments",5288093,1511007056
Rajasthan,2018,2,Peer to Peer Payments,3770555,13341587602
Rajasthan,2018,2,Merchant payments,345752,342809667.6
Rajasthan,2018,2,Financial Services,279471,52145152.94
Rajasthan,2018,2,Others,289826,311536696.7
Rajasthan,2018,3,Peer to Peer Payments,7120792,21010614922
Rajasthan,2018,3,"Recharge , bill payments",5894660,2252031410
Rajasthan,2018,3,Merchant payments,711240,445504998
Rajasthan,2018,3,Financial Services,230083,30185982.18
Rajasthan,2018,3,Others,300323,302431358.9
Rajasthan,2018,4,Peer to Peer Payments,10752729,33578327038
Rajasthan,2018,4,"Recharge , bill payments",7557003,2743591539
Rajasthan,2018,4,Merchant payments,1985927,1172254324
Rajasthan,2018,4,Financial Services,311632,40412563.01
Rajasthan,2018,4,Others,352432,374501619.8
Rajasthan,2019,1,Peer to Peer Payments,27621606,55246071722
Rajasthan,2019,1,"Recharge , bill payments",11650961,3821181817
Rajasthan,2019,1,Merchant payments,3921438,1664209335
Rajasthan,2019,1,Financial Services,359993,36340412.58
Rajasthan,2019,1,Others,402042,373355289.6
Rajasthan,2019,2,Peer to Peer Payments,25257679,79466464089
Rajasthan,2019,2,"Recharge , bill payments",14968290,5709279551
Rajasthan,2019,2,Merchant payments,9026751,3435472167
Rajasthan,2019,2,Financial Services,182685,34134486.76
Rajasthan,2019,2,Others,573881,461962878.5
Rajasthan,2019,3,Peer to Peer Payments,29885618,97443950787
Rajasthan,2019,3,Merchant payments,19646612,6705923743
Rajasthan,2019,3,"Recharge , bill payments",16970783,7872719572
Rajasthan,2019,3,Financial Services,217029,37899900.33
Rajasthan,2019,3,Others,583575,407796030.9
Rajasthan,2019,4,Peer to Peer Payments,43354317,1.40E+11
Rajasthan,2019,4,"Recharge , bill payments",20604852,9028860435
Rajasthan,2019,4,Merchant payments,20544791,9721826538
Rajasthan,2019,4,Financial Services,101805,25014672.38
Rajasthan,2019,4,Others,468477,227573686.6
Rajasthan,2020,1,Peer to Peer Payments,48269912,1.65E+11
Rajasthan,2020,1,Merchant payments,27880848,13643061482
Rajasthan,2020,1,"Recharge , bill payments",25631131,10961167180
Rajasthan,2020,1,Financial Services,72604,34466606.25
Rajasthan,2020,1,Others,404317,200968968.7
Rajasthan,2020,2,Peer to Peer Payments,49160792,1.66E+11
Rajasthan,2020,2,"Recharge , bill payments",31681776,13014051936
Rajasthan,2020,2,Merchant payments,20756594,14354151782
Rajasthan,2020,2,Financial Services,92875,76662259.21
Rajasthan,2020,2,Others,262619,142020149.8
Rajasthan,2020,3,Peer to Peer Payments,73247856,2.49E+11
Rajasthan,2020,3,Merchant payments,45149210,27714680562
Rajasthan,2020,3,"Recharge , bill payments",30148875,16650017441
Rajasthan,2020,3,Financial Services,146383,113675141.5
Rajasthan,2020,3,Others,396352,193212778.7
Rajasthan,2020,4,Peer to Peer Payments,88730951,3.21E+11
Rajasthan,2020,4,Merchant payments,67367264,46142484518
Rajasthan,2020,4,"Recharge , bill payments",33455755,18123908526
Rajasthan,2020,4,Financial Services,169294,136058685.9
Rajasthan,2020,4,Others,560171,351480425.6
Rajasthan,2021,1,Peer to Peer Payments,116733195,4.08E+11
Rajasthan,2021,1,Merchant payments,96394132,61936457709
Rajasthan,2021,1,"Recharge , bill payments",38919519,20855464604
Rajasthan,2021,1,Financial Services,192936,162581466.9
Rajasthan,2021,1,Others,491137,347689722.9
Rajasthan,2021,2,Peer to Peer Payments,139277445,4.68E+11
Rajasthan,2021,2,Merchant payments,97860493,69922875807
Rajasthan,2021,2,"Recharge , bill payments",49501703,23387103756
Rajasthan,2021,2,Financial Services,216441,186606893.6
Rajasthan,2021,2,Others,620957,422031947.6
Rajasthan,2021,3,Peer to Peer Payments,181742972,5.76E+11
Rajasthan,2021,3,Merchant payments,167819345,1.06E+11
Rajasthan,2021,3,"Recharge , bill payments",49709657,28335516739
Rajasthan,2021,3,Financial Services,197211,190362135.9
Rajasthan,2021,3,Others,815568,524328574.3
Rajasthan,2021,4,Merchant payments,221774624,1.52E+11
Rajasthan,2021,4,Peer to Peer Payments,212937264,7.18E+11
Rajasthan,2021,4,"Recharge , bill payments",51610607,32831163303
Rajasthan,2021,4,Financial Services,265091,263180819.7
Rajasthan,2021,4,Others,1034011,656777820.8
Rajasthan,2022,1,Merchant payments,267467038,1.71E+11
Rajasthan,2022,1,Peer to Peer Payments,241739380,8.15E+11
Rajasthan,2022,1,"Recharge , bill payments",54555117,35542881861
Rajasthan,2022,1,Financial Services,244029,243340851.7
Rajasthan,2022,1,Others,956656,556409604.9
Rajasthan,2022,2,Merchant payments,336900860,2.08E+11
Rajasthan,2022,2,Peer to Peer Payments,263380560,9.06E+11
Rajasthan,2022,2,"Recharge , bill payments",59879660,38325678034
Rajasthan,2022,2,Financial Services,170705,175399371.4
Rajasthan,2022,2,Others,838365,452454748.3
Rajasthan,2022,3,Merchant payments,398104319,2.31E+11
Rajasthan,2022,3,Peer to Peer Payments,299383118,9.61E+11
Rajasthan,2022,3,"Recharge , bill payments",69118763,46000391408
Rajasthan,2022,3,Financial Services,215235,220271929.8
Rajasthan,2022,3,Others,719925,449514643.6
Rajasthan,2022,4,Merchant payments,457778005,2.75E+11
Rajasthan,2022,4,Peer to Peer Payments,334316758,1.13E+12
Rajasthan,2022,4,"Recharge , bill payments",72510470,50609988782
Rajasthan,2022,4,Financial Services,244442,270658681
Rajasthan,2022,4,Others,725173,500361375.7
Sikkim,2018,1,"Recharge , bill payments",26965,4823943.542
Sikkim,2018,1,Peer to Peer Payments,13559,56334584.63
Sikkim,2018,1,Merchant payments,1349,1677583.144
Sikkim,2018,1,Financial Services,608,86906.81958
Sikkim,2018,1,Others,1597,1727920.802
Sikkim,2018,2,"Recharge , bill payments",45435,9465769.856
Sikkim,2018,2,Peer to Peer Payments,24237,127051984.4
Sikkim,2018,2,Merchant payments,2556,4713227.148
Sikkim,2018,2,Financial Services,562,218130.13
Sikkim,2018,2,Others,1788,2243974.008
Sikkim,2018,3,"Recharge , bill payments",58421,12221506.19
Sikkim,2018,3,Peer to Peer Payments,43195,215547415.5
Sikkim,2018,3,Merchant payments,4521,5322296.748
Sikkim,2018,3,Financial Services,562,261766.8022
Sikkim,2018,3,Others,1801,1727241.758
Sikkim,2018,4,"Recharge , bill payments",79232,16713780.63
Sikkim,2018,4,Peer to Peer Payments,65451,351253329.7
Sikkim,2018,4,Merchant payments,7452,12637809.24
Sikkim,2018,4,Financial Services,717,596472.7146
Sikkim,2018,4,Others,1681,1939965.754
Sikkim,2019,1,Peer to Peer Payments,121984,422987999.9
Sikkim,2019,1,"Recharge , bill payments",96878,20711589.87
Sikkim,2019,1,Merchant payments,18346,11837344.85
Sikkim,2019,1,Financial Services,1225,191594.2334
Sikkim,2019,1,Others,1854,2265105.535
Sikkim,2019,2,Peer to Peer Payments,172125,674044301.8
Sikkim,2019,2,"Recharge , bill payments",142582,32535297.49
Sikkim,2019,2,Merchant payments,66722,28248001.03
Sikkim,2019,2,Financial Services,2294,310197.5477
Sikkim,2019,2,Others,4521,3756445.532
Sikkim,2019,3,Peer to Peer Payments,203052,794235862.6
Sikkim,2019,3,Merchant payments,188753,52337322.53
Sikkim,2019,3,"Recharge , bill payments",156125,33922224.89
Sikkim,2019,3,Financial Services,288,548142.9
Sikkim,2019,3,Others,4218,3672895.49
Sikkim,2019,4,Peer to Peer Payments,508471,1086457148
Sikkim,2019,4,"Recharge , bill payments",181287,42705664.09
Sikkim,2019,4,Merchant payments,73992,43954548.8
Sikkim,2019,4,Financial Services,373,494076.3451
Sikkim,2019,4,Others,2947,2898164.48
Sikkim,2020,1,Peer to Peer Payments,230413,954765350.2
Sikkim,2020,1,"Recharge , bill payments",215586,53588505.84
Sikkim,2020,1,Merchant payments,79881,43201695.39
Sikkim,2020,1,Financial Services,345,175569.5393
Sikkim,2020,1,Others,1893,1745150.991
Sikkim,2020,2,"Recharge , bill payments",297620,78397187.11
Sikkim,2020,2,Peer to Peer Payments,186495,939900165.9
Sikkim,2020,2,Merchant payments,31442,34385184.66
Sikkim,2020,2,Financial Services,883,999656.0722
Sikkim,2020,2,Others,1291,936594.4803
Sikkim,2020,3,"Recharge , bill payments",298885,83894642.67
Sikkim,2020,3,Peer to Peer Payments,245087,1255521153
Sikkim,2020,3,Merchant payments,49299,58337178.67
Sikkim,2020,3,Financial Services,1252,1795366.733
Sikkim,2020,3,Others,1912,1378387.617
Sikkim,2020,4,Peer to Peer Payments,334069,1711730127
Sikkim,2020,4,"Recharge , bill payments",301382,90168624.05
Sikkim,2020,4,Merchant payments,95503,112478003.9
Sikkim,2020,4,Financial Services,1427,2361187.592
Sikkim,2020,4,Others,2654,2537863.028
Sikkim,2021,1,Peer to Peer Payments,403703,1965492630
Sikkim,2021,1,"Recharge , bill payments",279679,93174110.11
Sikkim,2021,1,Merchant payments,112925,154183320.1
Sikkim,2021,1,Financial Services,1844,3027799.278
Sikkim,2021,1,Others,2038,1789867.734
Sikkim,2021,2,Peer to Peer Payments,473141,2125758497
Sikkim,2021,2,"Recharge , bill payments",345495,103846501.5
Sikkim,2021,2,Merchant payments,153671,190473176.2
Sikkim,2021,2,Financial Services,1865,2851874.287
Sikkim,2021,2,Others,2542,1969531.029
Sikkim,2021,3,Peer to Peer Payments,595826,2582075089
Sikkim,2021,3,"Recharge , bill payments",346173,111613776.8
Sikkim,2021,3,Merchant payments,213808,290732930.5
Sikkim,2021,3,Financial Services,1689,2624558.386
Sikkim,2021,3,Others,3098,2290508.817
Sikkim,2021,4,Peer to Peer Payments,831597,3548508410
Sikkim,2021,4,"Recharge , bill payments",376078,136473754.4
Sikkim,2021,4,Merchant payments,369343,504586163.6
Sikkim,2021,4,Financial Services,2269,3162023.721
Sikkim,2021,4,Others,5058,4052910.301
Sikkim,2022,1,Peer to Peer Payments,916940,3650961081
Sikkim,2022,1,Merchant payments,449273,570784579.7
Sikkim,2022,1,"Recharge , bill payments",371579,139135962.1
Sikkim,2022,1,Financial Services,2124,3062332.164
Sikkim,2022,1,Others,4386,3487320.926
Sikkim,2022,2,Peer to Peer Payments,1198014,4596501308
Sikkim,2022,2,Merchant payments,706658,847497607.1
Sikkim,2022,2,"Recharge , bill payments",411189,162174479.7
Sikkim,2022,2,Financial Services,1758,1861284.797
Sikkim,2022,2,Others,4462,3070990.528
Sikkim,2022,3,Peer to Peer Payments,1222037,4173703594
Sikkim,2022,3,Merchant payments,772650,830361401
Sikkim,2022,3,"Recharge , bill payments",397207,153567926.3
Sikkim,2022,3,Financial Services,1538,2851319.548
Sikkim,2022,3,Others,3326,2396303.405
Sikkim,2022,4,Peer to Peer Payments,1548662,5175155339
Sikkim,2022,4,Merchant payments,1033541,1096220774
Sikkim,2022,4,"Recharge , bill payments",470639,181281682.3
Sikkim,2022,4,Financial Services,2049,2701971.789
Sikkim,2022,4,Others,3448,3025622.232
Tamilnadu,2018,1,"Recharge , bill payments",3308548,646028338.4
Tamilnadu,2018,1,Peer to Peer Payments,2670613,10031518934
Tamilnadu,2018,1,Merchant payments,326510,272002057.2
Tamilnadu,2018,1,Financial Services,115363,31876073.75
Tamilnadu,2018,1,Others,305588,280132294.1
Tamilnadu,2018,2,"Recharge , bill payments",4464677,1189892956
Tamilnadu,2018,2,Peer to Peer Payments,4433762,18067624388
Tamilnadu,2018,2,Merchant payments,627918,517130320.5
Tamilnadu,2018,2,Financial Services,167035,65402385.26
Tamilnadu,2018,2,Others,298736,285794226.6
Tamilnadu,2018,3,Peer to Peer Payments,8810836,26792462660
Tamilnadu,2018,3,"Recharge , bill payments",5148411,1521551955
Tamilnadu,2018,3,Merchant payments,1290978,733189649.6
Tamilnadu,2018,3,Financial Services,191732,37049222.37
Tamilnadu,2018,3,Others,332121,245838754
Tamilnadu,2018,4,Peer to Peer Payments,11538547,39180083691
Tamilnadu,2018,4,"Recharge , bill payments",7093764,2020329568
Tamilnadu,2018,4,Merchant payments,3145621,1742903221
Tamilnadu,2018,4,Financial Services,228398,46571758.68
Tamilnadu,2018,4,Others,451114,312185737.4
Tamilnadu,2019,1,Peer to Peer Payments,18645926,51296299081
Tamilnadu,2019,1,"Recharge , bill payments",8863289,2695317015
Tamilnadu,2019,1,Merchant payments,4195222,1924461189
Tamilnadu,2019,1,Financial Services,193261,31217137.55
Tamilnadu,2019,1,Others,377347,256742393.3
Tamilnadu,2019,2,Peer to Peer Payments,16952961,57924128549
Tamilnadu,2019,2,"Recharge , bill payments",8414514,3280033640
Tamilnadu,2019,2,Merchant payments,6296995,2690331793
Tamilnadu,2019,2,Financial Services,70142,18334602.39
Tamilnadu,2019,2,Others,437125,294847441.9
Tamilnadu,2019,3,Peer to Peer Payments,21277636,70615331409
Tamilnadu,2019,3,Merchant payments,10344027,4079315733
Tamilnadu,2019,3,"Recharge , bill payments",9246678,3964144354
Tamilnadu,2019,3,Financial Services,88261,27213741.83
Tamilnadu,2019,3,Others,453581,273599406.2
Tamilnadu,2019,4,Peer to Peer Payments,28814008,91858026341
Tamilnadu,2019,4,Merchant payments,16153034,6420193205
Tamilnadu,2019,4,"Recharge , bill payments",11157765,4681454398
Tamilnadu,2019,4,Financial Services,60624,24332240.66
Tamilnadu,2019,4,Others,410980,206859328.3
Tamilnadu,2020,1,Peer to Peer Payments,30880360,1.02E+11
Tamilnadu,2020,1,Merchant payments,21541556,8950736938
Tamilnadu,2020,1,"Recharge , bill payments",14134259,5493239430
Tamilnadu,2020,1,Financial Services,61427,41422107.81
Tamilnadu,2020,1,Others,335871,176604658.4
Tamilnadu,2020,2,Peer to Peer Payments,21700844,82347647064
Tamilnadu,2020,2,"Recharge , bill payments",18474731,6414781159
Tamilnadu,2020,2,Merchant payments,11477546,6909361872
Tamilnadu,2020,2,Financial Services,78584,89189349.85
Tamilnadu,2020,2,Others,138405,65529451.74
Tamilnadu,2020,3,Peer to Peer Payments,31754077,1.24E+11
Tamilnadu,2020,3,Merchant payments,20664887,12554589576
Tamilnadu,2020,3,"Recharge , bill payments",17521756,7476952307
Tamilnadu,2020,3,Financial Services,129671,158512062.5
Tamilnadu,2020,3,Others,207434,90281020.16
Tamilnadu,2020,4,Peer to Peer Payments,47800741,1.72E+11
Tamilnadu,2020,4,Merchant payments,41297305,24417758782
Tamilnadu,2020,4,"Recharge , bill payments",21563946,9462546013
Tamilnadu,2020,4,Financial Services,153044,186775413.1
Tamilnadu,2020,4,Others,364665,209735503.5
Tamilnadu,2021,1,Peer to Peer Payments,57446279,2.06E+11
Tamilnadu,2021,1,Merchant payments,53811885,30722779535
Tamilnadu,2021,1,"Recharge , bill payments",24826273,11115915389
Tamilnadu,2021,1,Financial Services,170620,215319360.5
Tamilnadu,2021,1,Others,301617,208899281.9
Tamilnadu,2021,2,Peer to Peer Payments,60812902,2.16E+11
Tamilnadu,2021,2,Merchant payments,52048347,33504798113
Tamilnadu,2021,2,"Recharge , bill payments",32753032,13155346942
Tamilnadu,2021,2,Financial Services,192614,225113402.7
Tamilnadu,2021,2,Others,351547,223054882.4
Tamilnadu,2021,3,Merchant payments,85074941,52932187059
Tamilnadu,2021,3,Peer to Peer Payments,83833356,2.96E+11
Tamilnadu,2021,3,"Recharge , bill payments",34751691,15613287082
Tamilnadu,2021,3,Financial Services,182097,246146707.3
Tamilnadu,2021,3,Others,515319,294622911.6
Tamilnadu,2021,4,Merchant payments,117578360,70539086832
Tamilnadu,2021,4,Peer to Peer Payments,104493071,3.54E+11
Tamilnadu,2021,4,"Recharge , bill payments",36163870,18979178478
Tamilnadu,2021,4,Financial Services,228761,275850497.1
Tamilnadu,2021,4,Others,691914,400412189.8
Tamilnadu,2022,1,Merchant payments,139788772,81798208976
Tamilnadu,2022,1,Peer to Peer Payments,119383791,4.10E+11
Tamilnadu,2022,1,"Recharge , bill payments",34579431,20705079141
Tamilnadu,2022,1,Financial Services,241201,298216135.4
Tamilnadu,2022,1,Others,579955,355987089.8
Tamilnadu,2022,2,Merchant payments,179245529,1.01E+11
Tamilnadu,2022,2,Peer to Peer Payments,136341691,4.64E+11
Tamilnadu,2022,2,"Recharge , bill payments",38257271,24477663684
Tamilnadu,2022,2,Financial Services,202498,233054909
Tamilnadu,2022,2,Others,459948,277767177
Tamilnadu,2022,3,Merchant payments,202149276,1.10E+11
Tamilnadu,2022,3,Peer to Peer Payments,148805657,4.94E+11
Tamilnadu,2022,3,"Recharge , bill payments",41919063,27694221703
Tamilnadu,2022,3,Financial Services,217741,238069828.2
Tamilnadu,2022,3,Others,404438,265434770.8
Tamilnadu,2022,4,Merchant payments,229308285,1.19E+11
Tamilnadu,2022,4,Peer to Peer Payments,162920305,5.27E+11
Tamilnadu,2022,4,"Recharge , bill payments",43391904,29719449171
Tamilnadu,2022,4,Financial Services,295740,334812023.6
Tamilnadu,2022,4,Others,400402,275988847.1
Telangana,2018,1,"Recharge , bill payments",4209319,831912767.6
Telangana,2018,1,Peer to Peer Payments,3307245,11748268951
Telangana,2018,1,Merchant payments,351474,282899066.6
Telangana,2018,1,Financial Services,262876,57011875.36
Telangana,2018,1,Others,391852,388111458.2
Telangana,2018,2,Peer to Peer Payments,4784079,20748520743
Telangana,2018,2,"Recharge , bill payments",4686542,1274130054
Telangana,2018,2,Merchant payments,701082,551696487.3
Telangana,2018,2,Financial Services,277805,85498213.25
Telangana,2018,2,Others,315162,357356020.7
Telangana,2018,3,Peer to Peer Payments,11560952,29253505739
Telangana,2018,3,"Recharge , bill payments",5328881,1568136061
Telangana,2018,3,Merchant payments,1770075,855534175.5
Telangana,2018,3,Financial Services,307312,52554123.97
Telangana,2018,3,Others,365483,300363110.8
Telangana,2018,4,Peer to Peer Payments,15571288,44541667502
Telangana,2018,4,"Recharge , bill payments",7121135,2165870863
Telangana,2018,4,Merchant payments,5315161,2356841305
Telangana,2018,4,Financial Services,392423,64569231.24
Telangana,2018,4,Others,521147,380139546.9
Telangana,2019,1,Peer to Peer Payments,40488967,87361237975
Telangana,2019,1,Merchant payments,12341901,4144368546
Telangana,2019,1,"Recharge , bill payments",11525394,3619117615
Telangana,2019,1,Financial Services,463688,54547989.28
Telangana,2019,1,Others,470752,343989909.9
Telangana,2019,2,Peer to Peer Payments,46741594,1.41E+11
Telangana,2019,2,Merchant payments,25682382,8442740781
Telangana,2019,2,"Recharge , bill payments",16225017,5603477829
Telangana,2019,2,Financial Services,252173,43627344.86
Telangana,2019,2,Others,709213,490894328.4
Telangana,2019,3,Peer to Peer Payments,59981113,1.80E+11
Telangana,2019,3,Merchant payments,44035953,14308557741
Telangana,2019,3,"Recharge , bill payments",16437222,6793699069
Telangana,2019,3,Financial Services,183163,39617186.74
Telangana,2019,3,Others,857925,445278745.4
Telangana,2019,4,Peer to Peer Payments,82587060,2.49E+11
Telangana,2019,4,Merchant payments,59347809,21510626607
Telangana,2019,4,"Recharge , bill payments",20797056,9561315125
Telangana,2019,4,Financial Services,137291,33453857.4
Telangana,2019,4,Others,703042,294688962.7
Telangana,2020,1,Peer to Peer Payments,95668911,3.28E+11
Telangana,2020,1,Merchant payments,76818285,31076431478
Telangana,2020,1,"Recharge , bill payments",26324268,12324266105
Telangana,2020,1,Financial Services,88184,59500639.39
Telangana,2020,1,Others,509877,241784101.5
Telangana,2020,2,Peer to Peer Payments,76683293,2.79E+11
Telangana,2020,2,Merchant payments,44181999,26712043205
Telangana,2020,2,"Recharge , bill payments",30885875,15106945864
Telangana,2020,2,Financial Services,116776,134169906.7
Telangana,2020,2,Others,187200,100126467.2
Telangana,2020,3,Peer to Peer Payments,116668399,4.37E+11
Telangana,2020,3,Merchant payments,86836471,49743225885
Telangana,2020,3,"Recharge , bill payments",32352860,18378477088
Telangana,2020,3,Financial Services,195857,223377023.5
Telangana,2020,3,Others,318539,156875854.6
Telangana,2020,4,Peer to Peer Payments,160607487,5.92E+11
Telangana,2020,4,Merchant payments,143897953,81725950703
Telangana,2020,4,"Recharge , bill payments",38174710,22006183349
Telangana,2020,4,Financial Services,230134,275357720
Telangana,2020,4,Others,733503,366346176.4
Telangana,2021,1,Merchant payments,185230619,95927278281
Telangana,2021,1,Peer to Peer Payments,179738195,6.76E+11
Telangana,2021,1,"Recharge , bill payments",46371555,26447601339
Telangana,2021,1,Financial Services,262473,320153410.2
Telangana,2021,1,Others,969268,387877900.5
Telangana,2021,2,Peer to Peer Payments,230861833,8.72E+11
Telangana,2021,2,Merchant payments,205232899,1.23E+11
Telangana,2021,2,"Recharge , bill payments",58637866,31877277168
Telangana,2021,2,Financial Services,278546,300569264.1
Telangana,2021,2,Others,856400,420723415.9
