States,Year,Quarter,District,Trans_Counts,Amount
Jharkhand,2019,1,West Singhbhum District,132348,203416567
Jharkhand,2019,1,Pakur District,89881,101085742.6
Jharkhand,2019,1,Lohardaga District,44688,101421187.8
Jharkhand,2019,1,Sahebganj District,111302,229450483.5
Jharkhand,2019,1,Giridih District,540524,695057378
Jharkhand,2019,1,Bokaro District,1074907,1046148509
Jharkhand,2019,2,Ramgarh District,331688,593592675.6
Jharkhand,2019,2,Ranchi District,3147028,5924687357
Jharkhand,2019,2,East Singhbhum District,960100,1505995808
Jharkhand,2019,2,Jamtara District,62476,117513448.6
Jharkhand,2019,2,Dumka District,120692,195596448.8
Jharkhand,2019,2,Koderma District,194180,466014390.1
Jharkhand,2019,2,Hazaribagh District,633673,1332857267
Jharkhand,2019,2,Simdega District,27420,68451218.95
Jharkhand,2019,2,Garhwa District,205986,744151237.5
Jharkhand,2019,2,Saraikela Kharsawan District,328153,412040653.6
Jharkhand,2019,2,Gumla District,49344,105885709.7
Jharkhand,2019,2,Chatra District,145939,427446541.2
Jharkhand,2019,2,Khunti District,38486,92472196.05
Jharkhand,2019,2,Dhanbad District,1279110,1614589569
Jharkhand,2019,2,Godda District,143913,298191584.9
Jharkhand,2019,2,Deoghar District,216404,385121235.7
Jharkhand,2019,2,Palamu District,330327,1046448701
Jharkhand,2019,2,Latehar District,104321,330417179.4
Jharkhand,2019,2,West Singhbhum District,127553,243625440.9
Jharkhand,2019,2,Pakur District,67895,110901285.5
Jharkhand,2019,2,Lohardaga District,49909,114529140.2
Jharkhand,2019,2,Sahebganj District,95569,250029522.6
Jharkhand,2019,2,Giridih District,447860,872870570.4
Jharkhand,2019,2,Bokaro District,1020185,1369272123
Jharkhand,2019,3,Ramgarh District,466086,666327597.1
Jharkhand,2019,3,Ranchi District,3924885,6987035689
Jharkhand,2019,3,East Singhbhum District,1439445,1863746509
Jharkhand,2019,3,Jamtara District,74851,142379562.5
Jharkhand,2019,3,Dumka District,163465,254711658.2
Jharkhand,2019,3,Koderma District,218889,472984198.3
Jharkhand,2019,3,Hazaribagh District,917999,1501364417
Jharkhand,2019,3,Simdega District,32543,71672793.47
Jharkhand,2019,3,Garhwa District,253092,766713453.2
Jharkhand,2019,3,Saraikela Kharsawan District,436371,499189494.1
Jharkhand,2019,3,Gumla District,60628,120987411.1
Jharkhand,2019,3,Chatra District,191618,462948245.1
Jharkhand,2019,3,Khunti District,46902,96458968.46
Jharkhand,2019,3,Dhanbad District,2290227,1900631592
Jharkhand,2019,3,Godda District,156420,330294444.3
Jharkhand,2019,3,Deoghar District,344455,555613175.5
Jharkhand,2019,3,Palamu District,408718,1090919704
Jharkhand,2019,3,Latehar District,144588,398425179.7
Jharkhand,2019,3,West Singhbhum District,172682,269069817.5
Jharkhand,2019,3,Pakur District,70296,127897219.1
Jharkhand,2019,3,Lohardaga District,60724,122597923.8
Jharkhand,2019,3,Sahebganj District,109215,274001393.1
Jharkhand,2019,3,Giridih District,498118,876022719.9
Jharkhand,2019,3,Bokaro District,1738430,1613980827
Jharkhand,2019,4,Ramgarh District,606260,907240261.1
Jharkhand,2019,4,Ranchi District,4962725,8766487755
Jharkhand,2019,4,East Singhbhum District,1743320,2454308540
Jharkhand,2019,4,Jamtara District,128678,181420052
Jharkhand,2019,4,Dumka District,246083,333225930
Jharkhand,2019,4,Koderma District,300610,620039096.2
Jharkhand,2019,4,Hazaribagh District,1115893,1919987794
Jharkhand,2019,4,Simdega District,50843,111985838.9
Jharkhand,2019,4,Garhwa District,353292,1079121448
Jharkhand,2019,4,Saraikela Kharsawan District,542522,632386703
Jharkhand,2019,4,Gumla District,88718,182271440.2
Jharkhand,2019,4,Chatra District,266238,605474152.4
Jharkhand,2019,4,Khunti District,63682,141760019.4
Jharkhand,2019,4,Dhanbad District,2966376,2559078951
Jharkhand,2019,4,Godda District,223042,498672089.5
Jharkhand,2019,4,Deoghar District,411994,652381524.6
Jharkhand,2019,4,Palamu District,568241,1542916983
Jharkhand,2019,4,Latehar District,178887,527968457
Jharkhand,2019,4,West Singhbhum District,237879,373351248.9
Jharkhand,2019,4,Pakur District,101976,169185787
Jharkhand,2019,4,Lohardaga District,84315,178315463.6
Jharkhand,2019,4,Sahebganj District,148678,378366809.1
Jharkhand,2019,4,Giridih District,664950,1173756910
Jharkhand,2019,4,Bokaro District,2193416,2158045122
Jharkhand,2020,1,Ramgarh District,695324,1086274775
Jharkhand,2020,1,Ranchi District,5132983,10593904951
Jharkhand,2020,1,East Singhbhum District,1934537,3099559621
Jharkhand,2020,1,Jamtara District,110484,209697373
Jharkhand,2020,1,Dumka District,224016,383229547
Jharkhand,2020,1,Koderma District,365431,822439808.7
Jharkhand,2020,1,Hazaribagh District,1199387,2376853317
Jharkhand,2020,1,Simdega District,64462,137272246.5
Jharkhand,2020,1,Garhwa District,428582,1339489645
Jharkhand,2020,1,Saraikela Kharsawan District,595845,742590781.7
Jharkhand,2020,1,Gumla District,111756,222110686.9
Jharkhand,2020,1,Chatra District,313522,788916110.3
Jharkhand,2020,1,Khunti District,75552,152340107.2
Jharkhand,2020,1,Dhanbad District,2193642,2650637206
Jharkhand,2020,1,Godda District,249509,564748152.1
Jharkhand,2020,1,Deoghar District,434837,757609415.2
Jharkhand,2020,1,Palamu District,715476,2015033115
Jharkhand,2020,1,Latehar District,217475,639364154.5
Jharkhand,2020,1,West Singhbhum District,285811,454415645.7
Jharkhand,2020,1,Pakur District,108230,205523234.3
Jharkhand,2020,1,Lohardaga District,104542,204296439.9
Jharkhand,2020,1,Sahebganj District,177230,487455326.4
Jharkhand,2020,1,Giridih District,724320,1422925290
Jharkhand,2020,1,Bokaro District,1819760,2254545205
Jharkhand,2020,2,Ramgarh District,881527,1300903967
Jharkhand,2020,2,Ranchi District,4656822,10380666522
Jharkhand,2020,2,East Singhbhum District,1939867,2840155684
Jharkhand,2020,2,Jamtara District,161843,350691494.3
Jharkhand,2020,2,Dumka District,259862,469191055.9
Jharkhand,2020,2,Koderma District,493830,912366534.8
Jharkhand,2020,2,Hazaribagh District,1409834,2588140607
Jharkhand,2020,2,Simdega District,100085,195028382.9
Jharkhand,2020,2,Garhwa District,599059,1748704415
Jharkhand,2020,2,Saraikela Kharsawan District,587527,766916078.3
Jharkhand,2020,2,Gumla District,175059,330789187
Jharkhand,2020,2,Chatra District,476954,1108137355
Jharkhand,2020,2,Khunti District,127141,263827186.5
Jharkhand,2020,2,Dhanbad District,2069288,2849779827
Jharkhand,2020,2,Godda District,342499,727907900.2
Jharkhand,2020,2,Deoghar District,517347,910853520.5
Jharkhand,2020,2,Palamu District,977293,2564725762
Jharkhand,2020,2,Latehar District,301760,870606389.4
Jharkhand,2020,2,West Singhbhum District,384576,582210638.5
Jharkhand,2020,2,Pakur District,147662,275919707.5
Jharkhand,2020,2,Lohardaga District,149462,289764741.1
Jharkhand,2020,2,Sahebganj District,245058,659620579.3
Jharkhand,2020,2,Giridih District,1094408,1886588905
Jharkhand,2020,2,Bokaro District,2042748,2612705535
Jharkhand,2020,3,Ramgarh District,1222166,1969854247
Jharkhand,2020,3,Ranchi District,6079407,12343755027
Jharkhand,2020,3,East Singhbhum District,2722454,4116728545
Jharkhand,2020,3,Jamtara District,167054,337059955.1
Jharkhand,2020,3,Dumka District,329425,648063335
Jharkhand,2020,3,Koderma District,670438,1354273357
Jharkhand,2020,3,Hazaribagh District,2043474,3943736118
Jharkhand,2020,3,Simdega District,114037,257055553.2
Jharkhand,2020,3,Garhwa District,691808,1995620749
Jharkhand,2020,3,Saraikela Kharsawan District,813102,1185068471
Jharkhand,2020,3,Gumla District,211669,453944247.7
Jharkhand,2020,3,Chatra District,553055,1310278826
Jharkhand,2020,3,Khunti District,259453,653803866.6
Jharkhand,2020,3,Dhanbad District,2897219,4328813600
Jharkhand,2020,3,Godda District,419522,946721454.8
Jharkhand,2020,3,Deoghar District,696852,1245632764
Jharkhand,2020,3,Palamu District,1186565,3029928180
Jharkhand,2020,3,Latehar District,354462,979875803.6
Jharkhand,2020,3,West Singhbhum District,471912,884348327.5
Jharkhand,2020,3,Pakur District,177650,376632378.7
Jharkhand,2020,3,Lohardaga District,195656,425384823
Jharkhand,2020,3,Sahebganj District,298379,828597626.3
Jharkhand,2020,3,Giridih District,1577805,3133920203
Jharkhand,2020,3,Bokaro District,2914909,3873518362
Jharkhand,2020,4,Ramgarh District,1794655,3007749575
Jharkhand,2020,4,Ranchi District,8317124,15659917254
Jharkhand,2020,4,East Singhbhum District,4179679,6186133251
Jharkhand,2020,4,Jamtara District,219668,411533853.2
Jharkhand,2020,4,Dumka District,477931,945885729.7
Jharkhand,2020,4,Koderma District,1009906,2084555456
Jharkhand,2020,4,Hazaribagh District,3130010,6000420756
Jharkhand,2020,4,Simdega District,159242,394670989.2
Jharkhand,2020,4,Garhwa District,1066915,3132518918
Jharkhand,2020,4,Saraikela Kharsawan District,1193402,1733160461
Jharkhand,2020,4,Gumla District,304672,683638237.6
Jharkhand,2020,4,Chatra District,803578,1902306145
Jharkhand,2020,4,Khunti District,308867,747006598.3
Jharkhand,2020,4,Dhanbad District,4393208,6659934485
Jharkhand,2020,4,Godda District,565640,1281356656
Jharkhand,2020,4,Deoghar District,997893,1729898242
Jharkhand,2020,4,Palamu District,1861344,4863829079
Jharkhand,2020,4,Latehar District,528656,1484525842
Jharkhand,2020,4,West Singhbhum District,681181,1292020191
Jharkhand,2020,4,Pakur District,250419,572066553.7
Jharkhand,2020,4,Lohardaga District,270837,604770618.1
Jharkhand,2020,4,Sahebganj District,480796,1235490292
Jharkhand,2020,4,Giridih District,2130742,4345307139
Jharkhand,2020,4,Bokaro District,4305268,5846478510
Jharkhand,2021,1,Ramgarh District,1838015,3113016267
Jharkhand,2021,1,Ranchi District,11611641,20516524899
Jharkhand,2021,1,East Singhbhum District,4431654,6647300274
Jharkhand,2021,1,Jamtara District,208526,456838927.1
Jharkhand,2021,1,Dumka District,485116,1054597944
Jharkhand,2021,1,Koderma District,1058803,2379867579
Jharkhand,2021,1,Hazaribagh District,3539762,6866253813
Jharkhand,2021,1,Simdega District,163159,443425869.8
Jharkhand,2021,1,Garhwa District,1096691,3661839156
Jharkhand,2021,1,Saraikela Kharsawan District,1224133,1846065133
Jharkhand,2021,1,Gumla District,300767,700017298.5
Jharkhand,2021,1,Chatra District,839701,2171985101
Jharkhand,2021,1,Khunti District,464048,1047603370
Jharkhand,2021,1,Dhanbad District,4584110,6811987883
Jharkhand,2021,1,Godda District,584620,1457345940
Jharkhand,2021,1,Deoghar District,1017919,1876182731
Jharkhand,2021,1,Palamu District,2014288,5697480884
Jharkhand,2021,1,Latehar District,546679,1732342143
Jharkhand,2021,1,West Singhbhum District,670523,1322374325
Jharkhand,2021,1,Pakur District,263883,682145435
Jharkhand,2021,1,Lohardaga District,259945,625119351.9
Jharkhand,2021,1,Sahebganj District,517329,1456515064
Jharkhand,2021,1,Giridih District,2479885,5277166389
Jharkhand,2021,1,Bokaro District,4420466,5905357346
Jharkhand,2021,2,Ramgarh District,2288585,3877533811
Jharkhand,2021,2,Ranchi District,12803752,24097148084
Jharkhand,2021,2,East Singhbhum District,4844508,7485477214
Jharkhand,2021,2,Jamtara District,268046,576323502.3
Jharkhand,2021,2,Dumka District,579153,1248082915
Jharkhand,2021,2,Koderma District,1572074,3471429724
Jharkhand,2021,2,Hazaribagh District,4311550,8773101233
Jharkhand,2021,2,Simdega District,204689,556206846.1
Jharkhand,2021,2,Garhwa District,1508109,4795351245
Jharkhand,2021,2,Saraikela Kharsawan District,1440421,2222711733
Jharkhand,2021,2,Gumla District,389400,873032795.9
Jharkhand,2021,2,Chatra District,1183845,3030531856
Jharkhand,2021,2,Khunti District,623106,1375114069
Jharkhand,2021,2,Dhanbad District,5334482,8209158082
Jharkhand,2021,2,Godda District,788804,1898253134
Jharkhand,2021,2,Deoghar District,1262537,2376011133
Jharkhand,2021,2,Palamu District,2758556,7542921519
Jharkhand,2021,2,Latehar District,706554,2053012067
Jharkhand,2021,2,West Singhbhum District,794591,1521313659
Jharkhand,2021,2,Pakur District,337610,833572858.6
Jharkhand,2021,2,Lohardaga District,339384,800493627.1
Jharkhand,2021,2,Sahebganj District,703625,1910517621
Jharkhand,2021,2,Giridih District,3689998,7492833865
Jharkhand,2021,2,Bokaro District,5268766,7412510718
Jharkhand,2021,3,Ramgarh District,2997440,4729136754
Jharkhand,2021,3,Ranchi District,18164412,29840666998
Jharkhand,2021,3,East Singhbhum District,6664581,9865148330
Jharkhand,2021,3,Jamtara District,309392,648846970.6
Jharkhand,2021,3,Dumka District,738218,1457487338
Jharkhand,2021,3,Koderma District,1915108,3791284439
Jharkhand,2021,3,Hazaribagh District,5890582,10260697900
Jharkhand,2021,3,Simdega District,250147,660899558.7
Jharkhand,2021,3,Garhwa District,1683530,4548792922
Jharkhand,2021,3,Saraikela Kharsawan District,1902736,2794551681
Jharkhand,2021,3,Gumla District,476983,1094145301
Jharkhand,2021,3,Chatra District,1402714,3145217134
Jharkhand,2021,3,Khunti District,788933,1555491870
Jharkhand,2021,3,Dhanbad District,7087770,10358661169
Jharkhand,2021,3,Godda District,942468,2073832347
Jharkhand,2021,3,Deoghar District,1605675,2727738277
Jharkhand,2021,3,Palamu District,3314946,7464641802
Jharkhand,2021,3,Latehar District,854352,2134940878
Jharkhand,2021,3,West Singhbhum District,1029963,1879543306
Jharkhand,2021,3,Pakur District,429912,996153827
Jharkhand,2021,3,Lohardaga District,433222,973484843
Jharkhand,2021,3,Sahebganj District,902632,2163112864
Jharkhand,2021,3,Giridih District,4225858,7817410904
Jharkhand,2021,3,Bokaro District,6784128,8909127705
Jharkhand,2021,4,Ramgarh District,3983583,6432497430
Jharkhand,2021,4,Ranchi District,24545152,39912526848
Jharkhand,2021,4,East Singhbhum District,8580079,12866334499
Jharkhand,2021,4,Jamtara District,420110,899430757.6
Jharkhand,2021,4,Dumka District,1007415,1995978392
Jharkhand,2021,4,Koderma District,2621669,5203974985
Jharkhand,2021,4,Hazaribagh District,7977180,13886616619
Jharkhand,2021,4,Simdega District,337680,938425675.8
Jharkhand,2021,4,Garhwa District,2450056,6434562133
Jharkhand,2021,4,Saraikela Kharsawan District,2464688,3572566247
Jharkhand,2021,4,Gumla District,636433,1527038245
Jharkhand,2021,4,Chatra District,1941040,4513039854
Jharkhand,2021,4,Khunti District,1041603,2066589985
Jharkhand,2021,4,Dhanbad District,9479444,14274464382
Jharkhand,2021,4,Godda District,1280918,2759418369
Jharkhand,2021,4,Deoghar District,2254328,3870686739
Jharkhand,2021,4,Palamu District,4766385,10484190182
Jharkhand,2021,4,Latehar District,1244068,3090427190
Jharkhand,2021,4,West Singhbhum District,1326606,2426160587
Jharkhand,2021,4,Pakur District,569777,1387823403
Jharkhand,2021,4,Lohardaga District,573613,1354289420
Jharkhand,2021,4,Sahebganj District,1245223,2906816928
Jharkhand,2021,4,Giridih District,5962192,11092190597
Jharkhand,2021,4,Bokaro District,9299800,12121069536
Jharkhand,2022,1,Ramgarh District,4563913,7357524201
Jharkhand,2022,1,Ranchi District,28253540,46123330242
Jharkhand,2022,1,East Singhbhum District,9576498,14369232011
Jharkhand,2022,1,Jamtara District,509710,1146919043
Jharkhand,2022,1,Dumka District,1217056,2515250142
Jharkhand,2022,1,Koderma District,3110218,6307772154
Jharkhand,2022,1,Hazaribagh District,9038043,16229125858
Jharkhand,2022,1,Simdega District,404144,1158227728
Jharkhand,2022,1,Garhwa District,3083712,8114726165
Jharkhand,2022,1,Saraikela Kharsawan District,2898782,4186515208
Jharkhand,2022,1,Gumla District,754224,1879874426
Jharkhand,2022,1,Chatra District,2374388,5533043422
Jharkhand,2022,1,Khunti District,1216509,2485225606
Jharkhand,2022,1,Dhanbad District,10895145,16014299346
Jharkhand,2022,1,Godda District,1566829,3345307618
Jharkhand,2022,1,Deoghar District,2703664,4605824380
Jharkhand,2022,1,Palamu District,5805932,13079772637
Jharkhand,2022,1,Latehar District,1472028,3766466585
Jharkhand,2022,1,West Singhbhum District,1552052,2898889392
Jharkhand,2022,1,Pakur District,707821,1905982392
Jharkhand,2022,1,Lohardaga District,689219,1639015955
Jharkhand,2022,1,Sahebganj District,1485645,3691126214
Jharkhand,2022,1,Giridih District,7126103,13042929318
Jharkhand,2022,1,Bokaro District,9906035,13303827043
Jharkhand,2022,2,Ramgarh District,5430685,8627263911
Jharkhand,2022,2,Ranchi District,33436768,52558538613
Jharkhand,2022,2,East Singhbhum District,10983841,16073962067
Jharkhand,2022,2,Jamtara District,619795,1258716824
Jharkhand,2022,2,Dumka District,1462611,2887204901
Jharkhand,2022,2,Koderma District,3886718,7755155139
Jharkhand,2022,2,Hazaribagh District,11022611,19190223095
Jharkhand,2022,2,Simdega District,476399,1301745860
Jharkhand,2022,2,Garhwa District,3818360,9098354638
Jharkhand,2022,2,Saraikela Kharsawan District,3466392,4759690389
Jharkhand,2022,2,Gumla District,894409,2129816836
Jharkhand,2022,2,Chatra District,2879443,6243395012
Jharkhand,2022,2,Khunti District,1517634,3011232152
Jharkhand,2022,2,Dhanbad District,12714016,18944522592
Jharkhand,2022,2,Godda District,1939947,3891623259
Jharkhand,2022,2,Deoghar District,3358367,5576372696
Jharkhand,2022,2,Palamu District,7012344,14888012258
Jharkhand,2022,2,Latehar District,1795281,3972328235
Jharkhand,2022,2,West Singhbhum District,1845089,3224899769
Jharkhand,2022,2,Pakur District,842074,2166514537
Jharkhand,2022,2,Lohardaga District,801026,1806961503
Jharkhand,2022,2,Sahebganj District,1792974,4274424135
Jharkhand,2022,2,Giridih District,9232036,16356999529
Jharkhand,2022,2,Bokaro District,11696455,15638269878
Jharkhand,2022,3,Ramgarh District,5408270,7941969760
Jharkhand,2022,3,Ranchi District,39158673,58067147244
Jharkhand,2022,3,East Singhbhum District,19160036,27908242816
Jharkhand,2022,3,Jamtara District,676421,1260620646
Jharkhand,2022,3,Dumka District,1656873,2922736710
Jharkhand,2022,3,Koderma District,3729215,6719612545
Jharkhand,2022,3,Hazaribagh District,11491587,17774103981
Jharkhand,2022,3,Simdega District,480280,1181675631
Jharkhand,2022,3,Garhwa District,3534059,7408995093
Jharkhand,2022,3,Saraikela Kharsawan District,3494650,4549539389
Jharkhand,2022,3,Gumla District,889566,1891320940
Jharkhand,2022,3,Chatra District,2869004,5579743808
Jharkhand,2022,3,Khunti District,664562,1358819088
Jharkhand,2022,3,Dhanbad District,14284651,20625687080
Jharkhand,2022,3,Godda District,2090055,3774386753
Jharkhand,2022,3,Deoghar District,4037018,6301182422
Jharkhand,2022,3,Palamu District,6770650,12637980152
Jharkhand,2022,3,Latehar District,1882171,3651232344
Jharkhand,2022,3,West Singhbhum District,1924846,3064413682
Jharkhand,2022,3,Pakur District,932909,2120076142
Jharkhand,2022,3,Lohardaga District,998534,1956180288
Jharkhand,2022,3,Sahebganj District,1978228,4069365294
